Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4
Tacori 18kt White Gold 2620 Engagement Ring with .15ctw Pave Diamonds (mounting only),http://store.jrdunn.com/product-p/TC002620RDMDW.htm,TC002620RDMDW,"tacori 18kt White Gold engagement ring 2620 RD MD W
"
Tacori 2620 Platinum Engagement Ring with .13ctw Pave Diamonds (mounting only),http://store.jrdunn.com/product-p/TC002620RDSM.htm,TC002620RDSM,"tacori Platinum engagement ring 2620 RD SM
"
stephen webster sterling silver heartbreaker square inlayed with black mother of pearl,http://store.jrdunn.com/product-p/SW00SM0018BMP-XXJRD.htm,SW00SM0018BMP-XXJRD,"gothic, vintage jewelry, old world, signature piece,arman, cross, religion, vintage cross, rubilite, precious stones, semi precious stones, white diamonds, yellow gold, garden, nature, denver, okala, davie, weston, wellington, contemporary jewelery, modern,big bold,large,modern sexy jewelry,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, necklace, white gold, california jeweler"
stephen webster sterling silver heartbreaker square inlayed with white mother of pearl,http://store.jrdunn.com/product-p/SW00SM0018WMP-XXJRD.htm,SW00SM0018WMP-XXJRD,"gothic, vintage jewelry, old world, signature piece,arman, cross, religion, vintage cross, rubilite, precious stones, semi precious stones, white diamonds, yellow gold, garden, nature, denver, okala, davie, weston, wellington, contemporary jewelery, modern,big bold,large,modern sexy jewelry,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, necklace, white gold, california jeweler"
stephen webster sterling silver square rayskin signet cufflinks inlayed with onyx,http://store.jrdunn.com/product-p/SW00SM0018ONY-XXJRD.htm,SW00SM0018ONY-XXJRD,"gothic, vintage jewelry, old world, signature piece,arman, cross, religion, vintage cross, rubilite, precious stones, semi precious stones, white diamonds, yellow gold, garden, nature, denver, okala, davie, weston, wellington, contemporary jewelery, modern,big bold,large,modern sexy jewelry,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, necklace, white gold, california jeweler"
stephen webster sterling silver bull dog cufflinks with red enamel backs,http://store.jrdunn.com/product-p/SW00SM0017E-XXJRD.htm,SW00SM0017E-XXJRD,"gothic, vintage jewelry, old world, signature piece,arman, cross, religion, vintage cross, rubilite, precious stones, semi precious stones, white diamonds, yellow gold, garden, nature, denver, okala, davie, weston, wellington, contemporary jewelery, modern,big bold,large,modern sexy jewelry,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, necklace, white gold, california jeweler"
"Slane & Slane - single strand grande white oval pearl necklace with medium beaded toggle 18""",http://store.jrdunn.com/product-p/ss00SS279-2GWOP1-18.htm,ss00SS279-2GWOP1-18,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
MIKIMOTO 2 Strand Pearl Necklace 18&quot; 6 x 5.5mm A White Gold Clasp,http://store.jrdunn.com/product-p/MM00U60118DW.htm,MM00U60118DW,mikimoto pearl double strand necklace
MIKIMOTO 3 Strand Pearl Necklace 18&quot; 6 x 5.5mm A White Gold Clasp,http://store.jrdunn.com/product-p/MM00U60118TW.htm,MM00U60118TW,mikimoto pearl triple strand necklace
tacori emerald cut engagement ring in platinum .36tw (mounting only),http://store.jrdunn.com/product-p/TC002620ECLGPJRD.htm,TC002620ECLGPJRD,"tacori, 2620ECLGP,  engagement ring, mounting, semi mounting, semi mount"
tacori men's - 18kt White Gold men's engraved wedding band band 7.5mm,http://store.jrdunn.com/product-p/TC00HT2392_18JRD.htm,TC00HT2392_18JRD,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buyonline,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
Michael M. engagement ring mounting - Double row platinum and pave diamond 1.80ctw (mounting only),http://store.jrdunn.com/product-p/ML00R147-3PLJRD.htm,ML00R147-3PLJRD,michael m
Michael M. engagement ring mounting - Double row platinum and pave diamond 1.75ctw (mounting only),http://store.jrdunn.com/product-p/ML00R188-3PLJRD.htm,ML00R188-3PLJRD,michael m
Michael M. engagement ring mounting - Double row 18kt white gold and pave diamond 1.80ctw (mounting only),http://store.jrdunn.com/product-p/ML00R147-3JRD.htm,ML00R147-3JRD,michael m
Michael M. engagement ring mounting - Double row 18kt white gold and pave diamond 1.80ctw (mounting only),http://store.jrdunn.com/product-p/ML00R254-1JRD.htm,ML00R254-1JRD,michael m
Michael M. engagement ring mounting - Double row platinum and pave diamond 1.35tw (mounting only),http://store.jrdunn.com/product-p/ML00R289-1PLJRD.htm,ML00R289-1PLJRD,michael m
Michael M. engagement ring mounting - Double row 18kt white gold and pave diamond 1.35tw (mounting only),http://store.jrdunn.com/product-p/ML00R289-1JRD.htm,ML00R289-1JRD,michael m
Michael M. engagement ring mounting - Double row platinum and pave diamond 2.10ctw (mounting only),http://store.jrdunn.com/product-p/ML00R302-2PLJRD.htm,ML00R302-2PLJRD,michael m
Michael M. engagement ring mounting - Double row 18kt white gold and pave diamond 2.10ctw (mounting only),http://store.jrdunn.com/product-p/ML00R302-2JRD.htm,ML00R302-2JRD,michael m
Michael M. engagement ring mounting - Double row 18kt white gold and pave diamond 1.30tw (mounting only),http://store.jrdunn.com/product-p/ML00R188-1JRD.htm,ML00R188-1JRD,michael m
Michael M. engagement ring mounting - Double row platinum and pave diamond 1.70tw (mounting only),http://store.jrdunn.com/product-p/ML00R318-1.5PLJRD.htm,ML00R318-1.5PLJRD,michael m
tacori 2550 men's Platinum diamond channel set wedding band band 5.5mm .14cts,http://store.jrdunn.com/product-p/TC002550PJRD.htm,TC002550PJRD,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buyonline,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
tacori men's - Platinum and 18kt yellow gold men's engraved wedding band band 6mm,http://store.jrdunn.com/product-p/TC00HT2387YPJRD.htm,TC00HT2387YPJRD,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buyonline,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
tacori men's - Platinum men's hand engraved wedding band band 5mm,http://store.jrdunn.com/product-p/TC00HT2404PJRD.htm,TC00HT2404PJRD,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buyonline,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
tacori men's - Platinum men's engraved wedding band band 7.5mm,http://store.jrdunn.com/product-p/TC00HT2392JRD.htm,TC00HT2392JRD,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buyonline,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
tacori Afleuress collection - earrings -18kt Yellow and White Gold Crescent blossoms interlace woven diamond-shaped earrings 1.00cttw,http://store.jrdunn.com/product-p/TC00FE1001Y.htm,TC00FE1001Y,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buyonline,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
Tacori Crescent Collection - bracelet -18kt Pink Gold bangle,http://store.jrdunn.com/product-p/TC00FB661-2PK.htm,TC00FB661-2PK,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buy online,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
Tacori Crescent Collection - bracelet -18kt Yellow Gold bangle,http://store.jrdunn.com/product-p/TC00FB661-2Y.htm,TC00FB661-2Y,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buy online,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
Tacori Crescent Collection - bracelet -18kt White Gold diamond bangle 1.20tw,http://store.jrdunn.com/product-p/TC00FB660-2.htm,TC00FB660-2,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buy online,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
Tacori Afleuress Collection - bracelet -18kt Yellow and White Gold intertwined diamond woven 4 - Row bracelet 3.00cttw,http://store.jrdunn.com/product-p/TC00FB1010Y.htm,TC00FB1010Y,"tacori, tocori,tacorri,diamond,magazine ad,as seen in,martha stewart, elle, glamour,diamond,,cala cut,cut,pave diamond,milgrain,buy online,buy online,california,texas, houston,luxury jewelery, fine jewelry, pink diamonds,engagement ring, semi mount, semi mountings, mountings, mounting, diamond ring, jewelry, bridal jewelry, diamond ring, wedding band,discount
"
Mikimoto Pendant Necklace -  18kt White Gold 11mm White South Sea Pearl Dangle Pendant with Sapphires and Diamonds .08tw 18&quot;,http://store.jrdunn.com/product-p/MM00PPA562NDSW.htm,MM00PPA562NDSW,"mikimoto pearl strand necklace, 8mm,opera length,30 inches,strand,pearls,flapper,long, pearls in motion, adjustable pearls, changeable pearl necklace, pearl necklace, mikimoto, mikimoto pearl, drop pendant, drop pearl necklace"
MIKIMOTO 3 Strand Pearl Necklace 16&quot; 5.5 x 5mm A White Gold Clasp,http://store.jrdunn.com/product-p/MM00U55116TW.htm,MM00U55116TW,mikimoto pearl double strand necklace
MIKIMOTO 2 Strand Pearl Necklace 18&quot; 7 x 6.5mm A White Gold Clasp,http://store.jrdunn.com/product-p/MM00U70118DW.htm,MM00U70118DW,mikimoto pearl double strand necklace
MIKIMOTO 2 Strand Pearl Necklace 16&quot; 7.5 x 7mm A+ White Gold Clasp,http://store.jrdunn.com/product-p/MM00U75216DW.htm,MM00U75216DW,mikimoto pearl double strand necklace
MIKIMOTO 3 Strand Pearl Necklace 16&quot; 7.5 x 7mm A+ White Gold Clasp,http://store.jrdunn.com/product-p/MM00U75216TW.htm,MM00U75216TW,mikimoto pearl triple strand necklace
MIKIMOTO 3 Strand Pearl Necklace 18&quot; 6.5 x 6mm AA White Gold Clasp,http://store.jrdunn.com/product-p/MM00U65318TW.htm,MM00U65318TW,mikimoto pearl triple strand necklace
Scott Kay Men's Silver - Necklace - Men's Basket Weave Dog Tag,http://store.jrdunn.com/product-p/SK00GN1315SPM.htm,SK00GN1315SPM,scott kay mens silver
MIKIMOTO 2 Strand Pearl Necklace 18&quot; 6 x 6.5mm A+ Yellow Gold Clasp,http://store.jrdunn.com/product-p/MM00U65218DK.htm,MM00U65218DK,mikimoto pearl double strand necklace
Scott Kay Men's Silver Black Sapphire with Diamond Cross Dog Tag,http://store.jrdunn.com/product-p/SK00GN2636SAPABSDM26.htm,SK00GN2636SAPABSDM26,"scott kay, mens, silver, necklace, GN2636SAPABSDM"
Scott Kay Men's Silver Black Sapphire Dog Tag,http://store.jrdunn.com/product-p/SK00GN2635SPABM26.htm,SK00GN2635SPABM26,"scott kay, mens, silver, necklace, GN2635SPABM26"
Michael M. engagement ring mounting - 18kt white gold halo pave diamond .99tw (mounting only),http://store.jrdunn.com/product-p/ML00R124u-1JRD.htm,ML00R124u-1JRD,michael m
Michael M. engagement ring mounting - platinum halo pave diamond .99tw (mounting only),http://store.jrdunn.com/product-p/ML00R124u-1PLJRD.htm,ML00R124u-1PLJRD,michael m
Scott Kay Men's Silver - Pendants - Unkaged Men's Gothic Cross Dog Tag.,http://store.jrdunn.com/product-p/SK00GN2010TPMJRD.htm,SK00GN2010TPMJRD,scott kay mens silver
Michael M. engagement ring mounting - 18kt white gold halo pave diamond .60ctw (mounting only),http://store.jrdunn.com/product-p/ML00R310-1JRD.htm,ML00R310-1JRD,michael m
Michael M. engagement ring mounting - Platinum halo pave diamond .60ctw (mounting only),http://store.jrdunn.com/product-p/ML00R310-2PLJRD.htm,ML00R310-2PLJRD,michael m
Slane & Slane - Sterling silver column beaded hoop earrings with pave diamond 0.56tcw,http://store.jrdunn.com/product-p/ss00ss412-pavejrd.htm,ss00ss412-pavejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Single strand white oval pearls with sterling silver and 18kt yellow gold beaded toggle 16'' in length,http://store.jrdunn.com/product-p/ss00sm279-2wop1-16jrd.htm,ss00sm279-2wop1-16jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
MIKIMOTO Pearl Bracelet Strand 5 x 5.5mm A+ 7&quot; 18kt White Gold,http://store.jrdunn.com/product-p/MM00UD55207WG.htm,MM00UD55207WG,"florida jeweler, silver, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity jewelry, mikimoto pearl earrings, large pearl earrings,mikimoto pearl studs,Morning Dew Black South Sea Earrings,10mm Black South Sea Cultured Pearl,white gold,yellow gold,peacock pearls,black pearls,strand,pearl strand bracelets"
MIKIMOTO Pearl Bracelet Strand 5 x 5.5mm AA1 7&quot; 18kt Yellow Gold,http://store.jrdunn.com/product-p/MM00UD55307A1K.htm,MM00UD55307A1K,"florida jeweler, silver, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity jewelry, mikimoto pearl earrings, large pearl earrings,mikimoto pearl studs,Morning Dew Black South Sea Earrings,10mm Black South Sea Cultured Pearl,white gold,yellow gold,peacock pearls,black pearls,strand,pearl strand bracelets"
MIKIMOTO Pearl Bracelet Strand 5 x 5.5mm AA1 7&quot; 18kt White Gold,http://store.jrdunn.com/product-p/MM00UD55307A1WG.htm,MM00UD55307A1WG,"florida jeweler, silver, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity jewelry, mikimoto pearl earrings, large pearl earrings,mikimoto pearl studs,Morning Dew Black South Sea Earrings,10mm Black South Sea Cultured Pearl,white gold,yellow gold,peacock pearls,black pearls,strand,pearl strand bracelets"
Slane & Slane - Single strand white oval pearls with sterling silver and 18kt yellow gold beaded toggle 18'' in length,http://store.jrdunn.com/product-p/ss00sm279-2wop1-18jrd.htm,ss00sm279-2wop1-18jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Verragio Classic Men's 18kt Yellow Gold Princess Cut Diamond Wedding Band .30ctw,http://store.jrdunn.com/product-p/VG00VWD-5924-YG.htm,VG00VWD-5924-YG,Verragio Men's Princess Cut Band wedding Ring 18kt Yellow Gold VWD-5924-YG
Verragio Classic Men's 18kt White Gold Princess Cut Diamond Wedding Band .30ctw,http://store.jrdunn.com/product-p/VG00VWD-5924-WG.htm,VG00VWD-5924-WG,Verragio Men's White Cut Band wedding Ring VWD-5924-WG
Verragio Classic Men's Palladium Princess Cut Diamond Wedding Band .30ctw,http://store.jrdunn.com/product-p/VG00VWD-5924-PLLD.htm,VG00VWD-5924-PLLD,Verragio Men's Palladium Cut Band wedding Ring VWD-5924-PLLD
Verragio Classic Men's Platinum Princess Cut Diamond Wedding Band .30ctw,http://store.jrdunn.com/product-p/VG00VWD-5924-PLT.htm,VG00VWD-5924-PLT,Verragio Men's Platinum Cut Band wedding Ring VWD-5924-PLT
Mikimoto Lace Pearl Diamond Pendant 7mm Akoya pearl .66ctw of diamonds in 18k white gold with chain - Convertible pendant necklace to Pin,http://store.jrdunn.com/product-p/MM00PPA556DWJRD.htm,MM00PPA556DWJRD,"mikimoto pearl earrings, large pearl earrings,mikimoto pearl studs,Morning Dew Black South Sea Earrings,10mm Black South Sea Cultured Pearl,white gold,yellow gold,peacock pearls,black pearls,strand, Mikimodo"
Verragio Couture Pave Halo Engagement Ring Mounting .45ctw in 18kt white gold,http://store.jrdunn.com/product-p/VG00ENG-0356-WG.htm,VG00ENG-0356-WG,"Verragio, ENG-0356-WG pave Couture, 18kt White Gold, Engagement Ring"
Verragio Couture Pave Halo Engagement Ring Mounting .45ctw in 18kt Yellow Gold,http://store.jrdunn.com/product-p/VG00ENG-0356-YG.htm,VG00ENG-0356-YG,"Verragio, ENG-0356-YG pave Couture, 18kt Yellow Gold, Engagement Ring"
Verragio Couture Pave Halo Engagement Ring Mounting .45ctw in Platinum,http://store.jrdunn.com/product-p/VG00ENG-0356-PLT.htm,VG00ENG-0356-PLT,"Verragio, ENG-0356-PLT pave Couture, Platinum, Engagement Ring"
Verragio Couture Pave Halo Engagement Ring Mounting .45ctw in Palladium,http://store.jrdunn.com/product-p/VG00ENG-0356-PLLD.htm,VG00ENG-0356-PLLD,"Verragio, ENG-0356-PLLD pave Couture, Palladium, Engagement Ring"
Verragio Classic Men's 18kt Yellow Gold Diamond Wedding Band .20ctw,http://store.jrdunn.com/product-p/vg00vwd-6922-yg.htm,vg00vwd-6922-yg,Verragio Men's Eternity Band wedding Ring 18kt yellow Gold vwd-6922-yg
Verragio Classic Men's 18kt White Gold Diamond Wedding Band .20ctw,http://store.jrdunn.com/product-p/VG00VWD-6922-WG.htm,VG00VWD-6922-WG,Verragio Men's Eternity Band wedding Ring 18kt White Gold VWD-6922-WG
Verragio Classic Men's Palladium Diamond Wedding Band .20ctw,http://store.jrdunn.com/product-p/VG00VWD-6922-PLLD.htm,VG00VWD-6922-PLLD,Verragio Men's Eternity Band wedding Ring Palladium VWD-6922-PLLD
Verragio Classic Men's Platinum Diamond Wedding Band .20ctw,http://store.jrdunn.com/product-p/VG00VWD-6922-PLT.htm,VG00VWD-6922-PLT,Verragio Men's Eternity Band wedding Ring Platinum VWD-6922-PLT
Verragio Couture-0382 Engagement Ring Mounting .30ctw in 18kt white gold,http://store.jrdunn.com/product-p/VG00ENG-0382R-WG.htm,VG00ENG-0382R-WG,"Verragio, ENG-0382R-WG, pave, Couture, 18kt White Gold, Engagement Ring"
Verragio Couture-0382 Engagement Ring Mounting .30ctw in 18kt Yellow Gold,http://store.jrdunn.com/product-p/VG00ENG-0382R-YG.htm,VG00ENG-0382R-YG,"Verragio, ENG-0382R-YG, pave, Couture, 18kt Yellow Gold, Engagement Ring"
Verragio Couture-0390 Engagement Ring Mounting .35ctw in 18kt white gold,http://store.jrdunn.com/product-p/VG00ENG-0390-WG.htm,VG00ENG-0390-WG,Verragio Couture-ENG-0390 White Gold Engagement Ring
Verragio Couture-0390 Engagement Ring Mounting .35ctw in 18kt Yellow Gold,http://store.jrdunn.com/product-p/VG00ENG-0390-YG.htm,VG00ENG-0390-YG,Verragio Couture-ENG-0390 18kt Yellow Gold Engagement Ring
Verragio Couture-0390 Engagement Ring Mounting .35ctw in Platinum,http://store.jrdunn.com/product-p/VG00ENG-0390-PLT.htm,VG00ENG-0390-PLT,Verragio Couture-0390 Platinum Engagement Ring
Verragio Couture-0382 Engagement Ring Mounting .30ctw in Platinum,http://store.jrdunn.com/product-p/VG00ENG-0382R-PLT.htm,VG00ENG-0382R-PLT,"Verragio, ENG-0382R-PLT, pave, Couture, Platinum, Engagement Ring"
Verragio Couture-0382 Engagement Ring Mounting .30ctw in Palladium,http://store.jrdunn.com/product-p/VG00ENG-0382R-PLLD.htm,VG00ENG-0382R-PLLD,"Verragio, ENG-0382R-PLLD, pave, Couture, Palladium, Engagement Ring"
Verragio Couture Split Shank Engagement Ring Mounting .40ctw in 18kt white gold,http://store.jrdunn.com/product-p/VG00ENG-0374-WG.htm,VG00ENG-0374-WG,"Verragio, ENG-0374-WG, Split Shank, Couture, 18kt White Gold, Engagement Ring"
Verragio Couture Split Shank Engagement Ring Mounting .40ctw in 18kt Yellow Gold,http://store.jrdunn.com/product-p/VG00ENG-0374-YG.htm,VG00ENG-0374-YG,"Verragio, ENG-0374-YG, Split Shank, Couture, 18kt Yellow Gold, Engagement Ring"
Verragio Couture Split Shank Engagement Ring Mounting .40ctw in Platinum,http://store.jrdunn.com/product-p/VG00ENG-0374-PLT.htm,VG00ENG-0374-PLT,"Verragio, ENG-0374, Split Shank, Couture, Platinum, Engagement Ring"
Verragio Couture Split Shank Engagement Ring Mounting .40ctw in Palladium,http://store.jrdunn.com/product-p/VG00ENG-0374-PLLD.htm,VG00ENG-0374-PLLD,"Verragio, ENG-0374-PLLD, Split Shank, Couture, Palladium, Engagement Ring"
Verragio Couture-0390 Engagement Ring Mounting .35ctw in Palladium,http://store.jrdunn.com/product-p/VG00ENG-0390-PLLD.htm,VG00ENG-0390-PLLD,Verragio Couture-0390 Palladium Engagement Ring
Verragio Couture Princess Engagement Ring Mounting .35ctw in 18kt white gold,http://store.jrdunn.com/product-p/VG00ENG-0393-WG.htm,VG00ENG-0393-WG,Verragio Couture-ENG-0393-WG White Gold Engagement Ring
Verragio Couture Princess Engagement Ring Mounting .35ctw in Platinum,http://store.jrdunn.com/product-p/VG00ENG-0393-PLT.htm,VG00ENG-0393-PLT,Verragio Couture-ENG-0393-PLT Platinum Engagement Ring
Verragio Couture Princess Engagement Ring Mounting .35ctw in Palladium,http://store.jrdunn.com/product-p/VG00ENG-0393-PLLD.htm,VG00ENG-0393-PLLD,Verragio Couture-ENG-0393-PLLD Palladium Engagement Ring
ArtCarved &quot;DOMINIQUE&quot; 14kt White Gold Diamond wedding ring [sizes 4-8],http://store.jrdunn.com/product-p/ac0031-V142W-L.htm,ac0031-V142W-L,ArtCarved DOMINIQUE band
ArtCarved &quot;DOMINIQUE&quot; 14kt White Gold Diamond Engagement Ring Mounting,http://store.jrdunn.com/product-p/ac0031-V142DRW.htm,ac0031-V142DRW,ArtCarved DOMINIQUE Engagement ring
ArtCarved &quot;DOMINIQUE&quot; Platinum Diamond Engagement Ring Mounting,http://store.jrdunn.com/product-p/ac0031-V142DRP.htm,ac0031-V142DRP,ArtCarved DOMINIQUE Engagement ring
ArtCarved &quot;DOMINIQUE&quot; Palladium Diamond Engagement Ring Mounting,http://store.jrdunn.com/product-p/ac0031-V142DRD.htm,ac0031-V142DRD,ArtCarved DOMINIQUE Palladium Engagement ring
ArtCarved &quot;DOMINIQUE&quot; 14kt Yellow Gold Diamond Engagement Ring Mounting,http://store.jrdunn.com/product-p/ac0031-V142DRY.htm,ac0031-V142DRY,ArtCarved DOMINIQUE 14kt Yellow Gold Engagement ring
ArtCarved &quot;DOMINIQUE&quot; 14kt Yellow Gold Diamond wedding ring [sizes 4-8],http://store.jrdunn.com/product-p/ac0031-V142Y-L.htm,ac0031-V142Y-L,ArtCarved Yellow DOMINIQUE band
scott kay palladium satin finish channel-set princess diamond band with squared bottom .66ct,http://store.jrdunn.com/product-p/SK00B1039QDSAAJRD.htm,SK00B1039QDSAAJRD,"round diamond ring, princess, square, ring, antique, vintage, estate, Engagement rings, eternity bands, diamond solitaires, wedding sets, anniversary bands, bridal jewelery, bridal jewelry, bridesmaids gifts, engagement ring, princess cut diamond ring, scott kay diamond, diamond ring, pave set ring,2-carat round cut in platinum with round side stones and bead-set accents, Scott Kay, price on request; 800-487-1584
"
ladies scott kay platinum round-cut diamond mounting .64ct,http://store.jrdunn.com/product-p/sk00M1159RD10PPjrd.htm,sk00M1159RD10PPjrd,"diamond eternity band, princess, square,ring,antique, vintage, estate,Engagement rings, eternity bands, diamond solitaires, wedding sets, anniversary bands, bridal jewelrey, bridesmaids gifts"
18kt White Gold &quot;Classic Thorn&quot; Diamond Cross Pendant .35tw [special order 3-day return policy],http://store.jrdunn.com/product-p/SW00WP0229.htm,SW00WP0229,"thorn cross, diamond cross, gothic, vintage jewelry, old world, signature piece,arman, cross, religion, vintage cross, rubilite, precious stones, semi precious stones, white diamonds, yellow gold, garden, nature, denver, okala, davie, weston, wellington, contemporary jewelery, modern,big bold,large,modern sexy jewelry,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, necklace, white gold, california jeweler"
Scott Kay Men's Silver - Necklace - Unkaged Men's 'Die Trying' with Gothic Necklace,http://store.jrdunn.com/product-p/SK00GN2430SPM.htm,SK00GN2430SPM,scott kay mens silver
scott kay 19kt white gold satin finish channel-set princess diamond band with squared bottom .66ct,http://store.jrdunn.com/product-p/SK00B1039QDSMMJRD.htm,SK00B1039QDSMMJRD,"round diamond ring, princess, square, ring, antique, vintage, estate, Engagement rings, eternity bands, diamond solitaires, wedding sets, anniversary bands, bridal jewelery, bridal jewelry, bridesmaids gifts, engagement ring, princess cut diamond ring, scott kay diamond, diamond ring, pave set ring,2-carat round cut in platinum with round side stones and bead-set accents, Scott Kay, price on request; 800-487-1584
"
scott kay 19kt yellow gold satin finish channel-set princess diamond band with squared bottom .66ct,http://store.jrdunn.com/product-p/SK00B1039QDSFFJRD.htm,SK00B1039QDSFFJRD,"round diamond ring, princess, square, ring, antique, vintage, estate, Engagement rings, eternity bands, diamond solitaires, wedding sets, anniversary bands, bridal jewelery, bridal jewelry, bridesmaids gifts, engagement ring, princess cut diamond ring, scott kay diamond, diamond ring, pave set ring,2-carat round cut in platinum with round side stones and bead-set accents, Scott Kay, price on request; 800-487-1584
"
Mikimoto Pearls in Motion - South Sea Black and White Pearl Earrings,http://store.jrdunn.com/product-p/MM00PEL644ABDWJRD.htm,MM00PEL644ABDWJRD,"mikimoto pearl strand necklace, 8mm,opera length,30 inches,strand,pearls,flapper,long, pearls in motion, adjustable pearls, changeable pearl necklace, pearl necklace, mikimoto, mikimoto pearl, drop pendant, drop pearl necklace, Mikimodo"
Mikimoto Pearl and Diamond 18kt White Gold Earrings 7.5X8mm .18tw,http://store.jrdunn.com/product-p/MM00PEH5408DWJRD.htm,MM00PEH5408DWJRD,"mikimoto pearl earrings, 6.5mm,mikimoto pearl studs"
