No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
1679,H-124-9270-225643,"Affordable Hotel in Secaucus, New Jersey","Hyatt Place Secaucus/Meadowlands-id=136657",Hipmunk,Secaucus--NJ--US--Hotel Properties,KatGrayEditor      6,lindaforshaw[1]      5      5,Hipmunk Hotel Properties,300,0,2014-07-10 18:14:43,12
1680,H-127-9269-225642,Choose From Cheap Tallahassee Hotels,Tallahassee--FL--US--Hotel Destination,Hipmunk,Tallahassee--FL--US--Hotel Destination,JGabrielsonEdit      4,alexsilbajoris[1]      0      0,Hipmunk Copy (Tier 4),200,0,2014-07-11 12:09:39,8
1681,H-127-9268-225640,Cheap Flights to Tallahassee,Tallahassee--FL--US--Flight Destination,Hipmunk,Tallahassee--FL--US--Flight Destination,DHeuvelEdit      2,zkatzstein[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-23 15:48:41,2
1682,H-124-9267-225639,Rooms With Comfortable Prices in Convenient Tallahassee Neighborhood,Holiday Inn Hotel &amp; Suites Tallahassee Conference Ctr N-id=264243,Hipmunk,Tallahassee--FL--US--Hotel Properties,KZeedickEditor      5,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-17 00:06:36,4.2
1683,H-124-9267-225638,Affordable Accommodations Near Florida State University,"Days Inn Tallahassee-id=133949",Hipmunk,Tallahassee--FL--US--Hotel Properties,KZeedickEditor      5,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-16 23:55:59,4.08
1684,H-124-9267-225637,Find Hipster Cool in Downtown Tallahassee,"Aloft Tallahassee Downtown-id=325897",Hipmunk,Tallahassee--FL--US--Hotel Properties,KZeedickEditor      5,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,104,0,2014-07-16 23:30:45,4.16
1685,H-124-9267-225636,Find Southern Comfort in Downtown Tallahassee,"Baymont Inn &amp; Suites Tallahassee-id=132181",Hipmunk,Tallahassee--FL--US--Hotel Properties,KZeedickEditor      5,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,196,0,2014-07-16 23:18:48,7.84
1686,H-124-9267-225635,Located in the Heart of Downtown Tallahassee,"DoubleTree by Hilton Hotel Tallahassee-id=115299",Hipmunk,Tallahassee--FL--US--Hotel Properties,KZeedickEditor      5,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,202,0,2014-07-16 22:57:28,8.08
1687,H-127-9266-225634,Cheap Hotels in West Palm Beach,West Palm Beach--FL--US--Hotel Destination,Hipmunk,West Palm Beach--FL--US--Hotel Destination,BJollyEditor      3,zkatzstein[1]      0      0,Hipmunk Copy (Tier 4),200,0,2014-07-15 12:41:25,8
1688,H-127-9265-225633,"Glide into West Palm Beach, FL for a Beach and Bayou Vacation",West Palm Beach--FL--US--Flight Destination,Hipmunk,West Palm Beach--FL--US--Flight Destination,JVandernaaldEdit      7,tanyadavis[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-15 21:50:18,2
1689,H-124-9264-225632,Convenient Accommodations at the DoubleTree by Hilton West Palm Beach Airport,DoubleTree by Hilton West Palm Beach Airport-id=121979,Hipmunk,West Palm Beach--FL--US--Hotel Properties,JRichardsonEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,108,0,2014-07-11 12:42:14,4.32
1690,H-124-9264-225631,Atlantic Comforts at the Marriott West Palm Beach Hotel,"Marriott West Palm Beach Hotel-id=125025",Hipmunk,West Palm Beach--FL--US--Hotel Properties,JRichardsonEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,101,0,2014-07-11 12:37:28,4.04
1691,H-124-9264-225630,Lakeside City Convenience at Hyatt Place West Palm Beach/Downtown,"Hyatt Place West Palm Beach/Downtown-id=307538",Hipmunk,West Palm Beach--FL--US--Hotel Properties,JRichardsonEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,201,0,2014-07-10 15:35:28,8.04
1692,H-124-9264-225629,Spacious Accommodations at Springhill Suites by Marriott West Palm Beach,"Springhill Suites by Marriott West Palm Beach-id=312507",Hipmunk,West Palm Beach--FL--US--Hotel Properties,JRichardsonEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,202,0,2014-07-10 17:33:57,8.08
1693,H-124-9264-225628,Convenient and Affordable Lodgings at the Stay Inn West Palm Beach,"Stay Inn West Palm Beach-id=112725",Hipmunk,West Palm Beach--FL--US--Hotel Properties,JRichardsonEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,205,0,2014-07-13 16:22:56,8.2
1694,H-126-9263-225627,Affordable Hotels Near Miami's Best Shopping Areas,Shopping Hotel--Miami--FL--US--Best Of,Hipmunk,Miami--FL--US--Best Of,JamesMonroeEdit      6,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),750,0,2014-07-29 05:43:00,90
1695,H-126-9263-225626,Affordable Hotels Near Miami's Best Golf Courses,"Golf Hotel--Miami--FL--US--Best Of",Hipmunk,Miami--FL--US--Best Of,JamesMonroeEdit      6,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),750,0,2014-07-29 05:49:20,90
1696,H-126-9263-225625,Hotels Near Miami's Best Water-Related Adventure Sports,"Adventure Sport Hotel--Miami--FL--US--Best Of",Hipmunk,Miami--FL--US--Best Of,JamesMonroeEdit      6,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),750,0,2014-07-29 06:12:21,90
1697,H-126-9262-225624,Guide to Hotels Near Miami International Airport,Miami International Airport--Miami--FL--US--Near Airport-id=504f9e4bbb290e74d00005e0,Hipmunk,Miami--FL--US--Near Airport,AnnaKuehlEditor      7,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),500,0,2014-07-29 06:17:37,60
1698,H-126-9261-225623,"Fly to Miami for Beaches, Shopping, and Fun",Miami--FL--US--Flight Destination,Hipmunk,Miami--FL--US--Flight Destination,AnnaKuehlEditor      7,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),750,0,2014-07-30 12:31:19,90
1699,H-126-9260-225622,"Finding Hotel Deals in Miami, FL",Miami--FL--US--Hotel Destination,Hipmunk,Miami--FL--US--Hotel Destination,KZeedickEditor      5,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),1250,0,2014-07-29 10:30:51,150
1700,H-126-9259-225621,Coral Gable's MacFarlane Homestead Historic District,MacFarlane Homestead Historic District--Miami--FL--US--Near Landmark-id=51804930a0a9940deb0001c8,Hipmunk,Miami--FL--US--Near Landmark,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),400,0,2014-07-29 05:36:20,48
1701,H-126-9259-225620,Higher Education at Florida International University,Florida International University Honors College--Miami--FL--US--Near Landmark-id=51804912a0a9940deb000096,Hipmunk,Miami--FL--US--Near Landmark,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),400,0,2014-07-29 05:30:53,48
1702,H-126-9259-225619,Events and Conventions at James L. Knight International Center,Knight International Center--Miami--FL--US--Near Landmark-id=51804919a0a9940deb0000cd,Hipmunk,Miami--FL--US--Near Landmark,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),400,0,2014-07-29 05:29:15,48
1703,H-126-9259-225618,Attend a Baseball Game at Marlins Park in Miami,Marlins Park--Miami--FL--US--Near Landmark-id=518055c2a0a9940deb0073ce,Hipmunk,Miami--FL--US--Near Landmark,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),400,0,2014-07-28 17:52:13,48
1704,H-126-9259-225617,Exploring Miami's Man-made Venetian Islands and Venetian Causeway,Venetian Causeway--Miami--FL--US--Near Landmark-id=51804909a0a9940deb000050,Hipmunk,Miami--FL--US--Near Landmark,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),400,0,2014-07-28 17:48:22,48
1705,H-126-9259-225616,Miami's Historic Past: Fire Station No. 2,Fire Station No. 2--Miami--FL--US--Near Landmark-id=51804900a0a9940deb000032,Hipmunk,Miami--FL--US--Near Landmark,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),400,0,2014-07-28 17:45:37,48
1706,H-126-9258-225615,Downtown Miami: The Cultural and Financial Hub of South Florida,Downtown--Miami--FL--US--Near Neighborhood-id=50a1633a66edc81e4d001155,Hipmunk,Miami--FL--US--Near Neighborhood,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),300,0,2014-07-28 17:38:39,36
1707,H-126-9258-225614,Work and Play in Miami's Downtown Brickell Neighborhood,Brickell--Miami--FL--US--Near Neighborhood-id=50a1633a66edc81e4d001158,Hipmunk,Miami--FL--US--Near Neighborhood,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),300,0,2014-07-28 13:43:23,36
1708,H-126-9258-225613,Expand Your Horizons in Miami's Renovated Design District,Design District--Miami--FL--US--Near Neighborhood-id=50a1633a66edc81e4d001166,Hipmunk,Miami--FL--US--Near Neighborhood,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),300,0,2014-07-28 13:21:14,36
1709,H-126-9258-225612,Learn About Miami's Historic Past in Overtown,Overtown--Miami--FL--US--Near Neighborhood-id=50a1633e66edc81e4d001655,Hipmunk,Miami--FL--US--Near Neighborhood,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),300,0,2014-07-28 13:28:43,36
1710,H-126-9258-225611,Experience the Haitian Culture of Miami's Little Haiti Neighborhood,Little Haiti--Miami--FL--US--Near Neighborhood-id=50a1633a66edc81e4d001163,Hipmunk,Miami--FL--US--Near Neighborhood,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),300,0,2014-07-28 13:18:05,36
1711,H-126-9258-225610,"West Flagler, Miami: Where To Stay Near the Miami International Airport",West Flagler--Miami--FL--US--Near Neighborhood-id=50a1633a66edc81e4d001147,Hipmunk,Miami--FL--US--Near Neighborhood,JVanVleetEdit      0,erindesantiago[1]      0      0,Hipmunk Copy (Tier 2),300,0,2014-07-28 09:26:06,36
1712,H-124-9257-225609,Explore the Wonders of Miami,Miami Airport Marriott-id=205131,Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-17 10:05:40,8.16
1713,H-124-9257-225608,Where Country and Town Intertwines,"Country Inn &amp; Suites By Carlson Miami Kendall-id=131475",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,205,0,2014-07-17 09:58:43,8.2
1714,H-124-9257-225607,Start Your Miami Vacation Right,"Kendall Hotel and Suites-id=449898",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-17 10:12:30,8.16
1715,H-124-9257-225606,See Why Miami is an Unforgettable Destination,"Homewood Suites by Hilton Miami-Airport/Blue Lagoon-id=169908",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,207,0,2014-07-15 15:26:21,8.28
1716,H-124-9257-225605,Your Gateway to Miami,"Regency Hotel Miami-id=143719",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,205,0,2014-07-17 16:13:33,8.2
1717,H-124-9257-225604,"Life, Art, Miami","Hotel Urbano-id=255995",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,202,0,2014-07-17 09:05:33,8.08
1718,H-124-9257-225603,Bond With the Heart of Miami,"Leamington Hotel-Downtown/Port Of Miami-id=361451",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,206,0,2014-07-17 19:55:21,8.24
1719,H-124-9257-225602,See Miami Come Alive,"Hampton Inn &amp; Suites Miami Airport South - Blue Lagoon-id=170358",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,214,0,2014-07-14 08:59:20,8.56
1720,H-124-9257-225601,Your Escape From the Ordinary,"Hotel Indigo Miami Dadeland-id=106955",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,189,0,2014-07-14 09:42:29,7.56
1721,H-124-9257-225600,Feel the Beat of Miami,"Hampton Inn Miami Dadeland-id=173873",Hipmunk,Miami--FL--US--Hotel Properties,CRodmanEditor      0,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,198,0,2014-07-13 22:37:47,7.92
1722,H-124-9257-225599,Cheap Miami Hotel Near the Airport,"Days Inn - Miami International Airport-id=132421",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,199,0,2014-07-15 07:28:24,7.96
1723,H-124-9257-225598,Budget Accommodations in South Miami,"Marriott Miami Dadeland-id=117378",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,228,0,2014-07-15 09:14:04,9.12
1724,H-124-9257-225597,Budget Hotel Near Airport in Miami,"La Quinta Inn &amp; Suites Miami Airport East-id=134560",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,231,0,2014-07-14 22:17:02,9.24
1725,H-124-9257-225596,Cheap All-Suites Lodging in Miami Near Airport,"Extended Stay America - Miami - Airport - Blue Lagoon-id=164817",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,228,0,2014-07-15 23:09:37,9.12
1726,H-124-9257-225595,Budget Family-Friendly Hotel in Miami,"Hampton Inn Coconut Grove-id=121065",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,248,0,2014-07-14 15:55:58,9.92
1727,H-124-9257-225594,Affordable Waterfront Accommodations in Miami,"Sonesta Bayfront Hotel Coconut Grove-id=205268",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,252,0,2014-07-14 09:17:08,10.08
1728,H-124-9257-225593,Budget Accommodations Near the Port of Miami,"DoubleTree by Hilton Grand Hotel Biscayne Bay-id=120719",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,235,0,2014-07-14 13:36:27,9.4
1729,H-124-9257-225592,Budget Family-Friendly Hotel Near the Airport in Miami,SpringHill Suites by Marriott Miami Airport E Medical Center-id=326850,Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,201,0,2014-07-18 07:19:59,8.04
1730,H-124-9257-225591,Affordable Luxury Accommodations in the Heart of South Beach,"The Ritz-Carlton-id=243930",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,251,0,2014-07-15 07:32:02,10.04
1731,H-124-9257-225590,Affordable Accommodations Near the Airport in Miami,"La Quinta Inn Miami Airport North-id=106749",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,243,0,2014-07-14 07:49:58,9.72
1732,H-124-9257-225589,Affordable Miami Hotel on a Private Island,"Mandarin Oriental Miami-id=174506",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,297,0,2014-07-16 00:18:07,11.88
1733,H-124-9257-225588,Affordable Accommodations in Downtown Miami,"Conrad Miami-id=217689",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,294,0,2014-07-15 08:39:36,11.76
1734,H-124-9257-225587,Budget Accommodations Near Miami's City Center,"Viceroy Miami-id=308725",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,302,0,2014-07-14 21:48:39,12.08
1735,H-124-9257-225586,Budget Accommodations Close to Airport in Miami,"DoubleTree by Hilton Miami Airport &amp; Convention Center-id=115624",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,286,0,2014-07-14 15:04:07,11.44
1736,H-124-9257-225585,Affordable Waterfront Accommodations in Downtown Miami,"Marriott Miami Biscayne Bay-id=106138",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,289,0,2014-07-14 12:29:30,11.56
1737,H-124-9257-225584,Cheap Accommodations Close to the Port of Miami,"Holiday Inn Port of Miami - Downtown-id=203390",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,302,0,2014-07-14 08:24:50,12.08
1738,H-124-9257-225583,"Affordable, Upscale Accommodations Near the Airport in Miami","HYATT house Miami Airport-id=202315",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,290,0,2014-07-14 18:51:16,11.6
1739,H-124-9257-225582,Affordable Family-Friendly Accommodations in Miami,"Hampton Inn &amp; Suites Miami/Brickell-Downtown-id=387800",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,294,0,2014-07-14 20:29:08,11.76
1740,H-124-9257-225581,Centrally Located Luxury and Convenience in Miami,"Four Seasons Hotel Miami-id=213193",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,292,0,2014-07-14 17:55:31,11.68
1741,H-124-9257-225580,Budget Accommodations in South Miami,"Best Miami Hotel-id=204764",Hipmunk,Miami--FL--US--Hotel Properties,DorotaEditor      4,kathykaradza[1]      0      0,Hipmunk Hotel Properties,289,0,2014-07-14 19:27:55,11.56
1742,H-124-9256-225579,Convenient Miami Airport Hotel,Miami International Airport Hotel-id=114210,Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,297,0,2014-07-13 22:17:47,11.88
1743,H-124-9256-225578,Luxury Hotel near Miami International Airport,"Sofitel Miami-id=115396",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-13 18:40:00,12
1744,H-124-9256-225577,Downtown Miami Hotel &amp; Suites,"River Park Hotel &amp; Suites-id=146734",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-13 16:30:36,12
1745,H-124-9256-225576,Hilton Miami Airport Hotel,"Hilton Miami Downtown-id=145356",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-12 15:45:51,12
1746,H-124-9256-225575,Miami Airport Hotel,"Embassy Suites Miami International Airport-id=127108",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,298,0,2014-07-12 14:19:54,11.92
1747,H-124-9256-225574,Coconut Grove Hotel &amp; Spa,"Mayfair Hotel &amp; Spa-id=105485",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-12 14:14:09,12
1748,H-124-9256-225573,Miami Airport Hotel,"Best Western Premier Miami Intl. Airport Hotel &amp; Suites-id=359031",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-12 14:07:04,12
1749,H-124-9256-225572,Hilton Miami Airport Hotel,"Hilton Miami Airport-id=264936",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,401,0,2014-07-12 13:59:24,16.04
1750,H-124-9256-225571,Luxury Hotel near Miami Airport,"Sheraton Miami Airport Hotel-id=145357",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,400,0,2014-07-13 13:01:29,16
1751,H-124-9256-225570,Luxury Downtown Miami Hotel,"Hyatt Regency Miami-id=106017",Hipmunk,Miami--FL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,400,0,2014-07-14 09:33:48,16
1752,H-124-9249-225551,Relax and Recharge at the DoubleTree by Hilton,DoubleTree by Hilton Houston Intercontinental Airport-id=111943,Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-13 23:26:41,8.16
1753,H-124-9249-225550,Indigo is the Place to Go!,"Hotel Indigo At The Galleria-id=264788",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,211,0,2014-07-14 04:41:38,8.44
1754,H-124-9249-225549,Take a Holiday at the Holiday Inn,"Holiday Inn Houston Intercontinental Airport-id=163391",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,205,0,2014-07-14 05:19:24,8.2
1755,H-124-9249-225548,Make it Count at the Marriott,"Houston Marriott at the Texas Medical Center-id=115894",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,213,0,2014-07-14 05:35:30,8.52
1756,H-124-9249-225547,Live Like Royalty at the Crowne Plaza,"Crowne Plaza Northwest-Brookhollow-id=106554",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,201,0,2014-07-14 05:55:43,8.04
1757,H-124-9249-225546,The Sweet Spot at Crowne Plaza,"Crowne Plaza Suites Houston - Near Sugar Land-id=113544",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,229,0,2014-07-15 10:09:49,9.16
1758,H-124-9249-225545,Stay Comfortable in the Courtyard by Marriott,"Courtyard by Marriott Houston Medical Center-id=338461",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,215,0,2014-07-14 06:52:06,8.6
1759,H-124-9249-225544,Superb Stays at the Wyndham,"Wyndham Houston West Energy Corridor-id=163402",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-14 06:25:25,8.16
1760,H-124-9249-225543,Relaxation at the Ramada,"Ramada Houston Intercontinental Airport South-id=116294",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,211,0,2014-07-14 06:06:02,8.44
1761,H-124-9249-225542,Hotel in the Heart of Houston,"Houston Marriott Airport at George Bush Intercontinental-id=106337",Hipmunk,Houston--TX--US--Hotel Properties,EMacEachernEdit      1,saranapier[1]      0      0,Hipmunk Hotel Properties,211,0,2014-07-14 06:37:03,8.44
1762,H-124-9249-225541,Crowne Plaza Houston Downtown at the Heart of Houston's Business District,"Crowne Plaza Houston Downtown-id=195218",Hipmunk,Houston--TX--US--Hotel Properties,BJollyEditor      3,donnasundblad[1]      0      0,Hipmunk Hotel Properties,209,0,2014-07-10 09:08:25,8.36
1763,H-124-9249-225540,The Lancaster Hotel at the Heart of Houston's Theater District,"The Lancaster Hotel-id=118629",Hipmunk,Houston--TX--US--Hotel Properties,BJollyEditor      3,donnasundblad[1]      0      0,Hipmunk Hotel Properties,209,0,2014-07-11 08:02:43,8.36
1764,H-124-9249-225539,Hyatt Place Bush Intercontinental Airport Features Comfort and Convenience,"Hyatt Place Bush Intercontinental Airport-id=134931",Hipmunk,Houston--TX--US--Hotel Properties,BJollyEditor      3,donnasundblad[1]      0      0,Hipmunk Hotel Properties,208,0,2014-07-11 16:25:06,8.32
1765,H-124-9249-225538,Holiday Inn Hotel &amp; Suites Houston (Medical Center) Features Free Breakfast,"Holiday Inn Hotel &amp; Suites Houston (Medical Center)-id=218371",Hipmunk,Houston--TX--US--Hotel Properties,BJollyEditor      3,donnasundblad[1]      0      0,Hipmunk Hotel Properties,206,0,2014-07-13 07:58:39,8.24
1766,H-124-9249-225537,JW Marriott Hotel by the Galleria Offers Uptown Luxury,"JW Marriott Hotel by the Galleria-id=116697",Hipmunk,Houston--TX--US--Hotel Properties,BJollyEditor      3,donnasundblad[1]      0      0,Hipmunk Hotel Properties,259,0,2014-07-13 10:54:48,10.36
1767,H-124-9249-225536,Ideal Spot for Business and Leisure Travel,"Hyatt North Houston-id=109622",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,259,0,2014-07-13 22:25:42,10.36
1768,H-124-9249-225535,Warm Southern Comfort at the Four Seasons Hotel Houston,"Four Seasons Hotel Houston-id=115070",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,257,0,2014-07-13 22:14:05,10.28
1769,H-124-9249-225534,Reasonable Lodging at Holiday Inn Reliant Park Area,"Holiday Inn Reliant Park Area-id=108241",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,260,0,2014-07-13 21:56:55,10.4
1770,H-124-9249-225533,Dine and Shop in Houston,"Embassy Suites Houston-Near The Galleria-id=136279",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,257,0,2014-07-13 21:40:27,10.28
1771,H-124-9249-225532,Comfort and Convenience at Sheraton North Houston,"Sheraton North Houston at George Bush Intercontinental-id=105638",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,255,0,2014-07-13 21:25:15,10.2
1772,H-124-9249-225531,Reconnect with Loved Ones at La Quinta Inn and Suites Houston Galleria,"La Quinta Inn and Suites Houston Galleria-id=140992",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,265,0,2014-07-13 20:03:27,10.6
1773,H-124-9249-225530,"Shop, Dine, and Play at Hilton Houston-Post Oak","Hilton Houston - Post Oak-id=106251",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,264,0,2014-07-13 19:44:12,10.56
1774,H-124-9249-225529,Relaxing Stay for Tourists and Business Travelers,"Sheraton Houston Brookhollow Hotel-id=106425",Hipmunk,Houston--TX--US--Hotel Properties,DHarmonEditor      0,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,244,0,2014-07-13 16:42:40,9.76
