No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
397,VRBO-1-585-33931,Beach Villas condo rentals,"Beach Villas condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,2,2010-10-06 12:40:38,9.45
398,VRBO-1-585-33928,Holualoa condo rentals,"Holualoa condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,2,2010-10-07 09:26:43,9.45
399,VRBO-1-585-33927,Waikoloa Villas condos,"Waikoloa Villas condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,316,1,2010-10-06 13:32:55,9.48
400,VRBO-1-585-33925,Waikoloa Fairways condos,"Waikoloa Fairways condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,1,2010-10-03 18:43:03,9.45
401,VRBO-1-585-33917,Kamilo condos,"Kamilo condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,312,2,2010-10-03 17:01:45,9.36
402,VRBO-1-585-33915,Fairways condos,"Fairways condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,308,2,2010-10-01 12:46:06,9.24
403,VRBO-1-585-33914,Champion Ridge condos,"Champion Ridge condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,1,2010-10-01 14:24:26,9.45
404,VRBO-1-585-33911,Fairways North condos,"Fairways North condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,311,1,2010-10-07 09:23:46,9.33
405,VRBO-1-585-33910,Kohala Ranch condos,"Kohala Ranch condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,1,2010-10-07 09:23:54,9.45
406,VRBO-1-585-33909,Kohala Estates Condos,"Kohala Estates condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,310,2,2010-10-01 14:33:39,9.3
407,VRBO-1-585-33907,Kawaihae condos,"Kawaihae condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,2,2010-10-11 13:58:47,9.45
408,VRBO-1-585-33905,Kamuela condos,"Kamuela condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,314,1,2010-10-06 14:55:00,9.42
409,VRBO-1-585-33904,Hawi condos,"Hawi condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,309,4,2010-10-11 13:16:05,9.27
410,VRBO-1-585-33801,Kawama Yacht Club house rentals,"Kawama Yacht Club house rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,300,1,2010-10-06 18:59:26,9
411,BS-1-394-29883,Hawaii Youth Violence Prevention,preventviolencehawaii.org,BlueGlass Search,preventviolencehawaii.org,,alliemuelleck[1]      0      0,Type 1 - old,303,1,2010-09-13 19:16:11,9.09
412,BS-1-287-27435,"Travel to Orlando, Florida","flyava.org",BlueGlass Search,flyava.org,,,Type 1 - old,331,1,2010-09-16 09:48:25,9.93
413,BS-1-197-25706,Camping on Hawaii-Travel Outside the Box,"busesnbeds.org",BlueGlass Search,busesnbeds.org,,,Type 1 - old,345,1,2010-09-06 22:35:12,10.35
414,VRBO-1-193-25546,Wailea House Rentals,"Wailea house rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,302,2,2010-09-01 23:40:58,9.06
415,VRBO-1-193-25544,Wailana Sands Condo Rentals,"Wailana Sands condo rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,302,1,2010-09-04 17:51:12,9.06
416,VRBO-1-193-25542,Polo Beach Club Condo Rentals,"Polo Beach Club condo rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,302,1,2010-09-04 20:58:21,9.06
417,VRBO-1-193-25539,South Kihei condo rentals,"South Kihei condo rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,310,2,2010-08-31 10:35:20,9.3
418,VRBO-1-193-25537,South Kihei condo rentals,"South Kihei condo rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,312,1,2010-09-06 23:33:53,9.36
419,VRBO-1-193-25491,Cassine Village rentals,"Cassine Village rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,312,1,2010-09-04 21:30:06,9.36
420,VRBO-1-193-25146,Waves condo rentals,"Waves condo rentals",Vacation Rentals By Owner,VRBO September 2010,,,Type 1 - old,299,1,2010-09-06 17:00:39,8.97
421,BN-1-183-24053,Car Insurance Quotes in the Pacific Islands,car insurance quotes,BlueGlass Network,August Link Orders BG,,,Type 1 - old,295,1,2010-08-20 04:14:55,8.85
422,BS-1-180-23456,Delectable Food Made with Restaurant Supplies Is Essential for Success - http://tekla88.info/,"5",BlueGlass Search,August Peh,,,Type 1 - old,317,1,2010-08-19 11:29:19,9.51
423,BN-1-176-22437,What to Do When Visiting Hawaii,"pinanius.org",BlueGlass Network,August Network Additions,,alliemuelleck[1]      0      0,Type 1 - old,348,3,2010-08-18 18:10:14,10.44
424,BN-1-176-22436,Island of Hawaii,"pinanius.org",BlueGlass Network,August Network Additions,,alliemuelleck[1]      0      0,Type 1 - old,348,3,2010-08-18 18:10:52,10.44
425,VRBO-1-174-21910,Hawaiian Princess Beach Rentals,"Hawaiian Princess beach rentals",Vacation Rentals By Owner,VRBO August 2010,,natashamier[1]      2      2,Type 1 - old,304,6,2010-08-19 09:11:33,9.12
426,VRBO-1-174-21907,Trump Tower Waikiki Beach Rentals,"Trump Tower Waikiki beach rentals",Vacation Rentals By Owner,VRBO August 2010,,natashamier[1]      2      2,Type 1 - old,301,1,2010-08-19 20:46:55,9.03
427,VRBO-1-174-21906,The Watermark Beach Rentals,"The Watermark beach rentals",Vacation Rentals By Owner,VRBO August 2010,,natashamier[1]      2      2,Type 1 - old,296,1,2010-08-19 21:23:49,8.88
428,VRBO-1-174-21904,Outrigger Luana Beach Rentals,"Outrigger Luana beach rentals",Vacation Rentals By Owner,VRBO August 2010,,natashamier[1]      2      2,Type 1 - old,293,1,2010-08-19 22:21:27,8.79
429,VRBO-1-174-21902,Hawaiian King Beach Rentals,"Hawaiian King beach rentals",Vacation Rentals By Owner,VRBO August 2010,,natashamier[1]      2      2,Type 1 - old,292,6,2010-08-19 23:20:43,8.76
430,VRBO-1-174-21898,Beach Walk beach rentals,"Beach Walk beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,305,1,2010-08-19 04:40:54,9.15
431,VRBO-1-174-21892,Waialae Iki Ridge beach rentals,"Waialae Iki Ridge beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,316,1,2010-08-18 08:08:37,9.48
432,VRBO-1-174-21888,Pupukea beach rentals,"Pupukea beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,308,2,2010-08-19 05:18:41,9.24
433,VRBO-1-174-21887,Mokuleia Beach Colony beach rentals,"Mokuleia Beach Colony beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,314,1,2010-08-23 22:15:40,9.42
434,VRBO-1-174-21886,Malaekahana beach rentals,"Malaekahana beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,298,1,2010-08-20 04:48:35,8.94
435,VRBO-1-174-21884,Ocean Villas beach rentals,"Ocean Villas beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,307,3,2010-08-20 05:23:05,9.21
436,VRBO-1-174-21882,Kuilima Estates East beach rentals,"Kuilima Estates East beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,310,2,2010-08-20 08:24:43,9.3
437,VRBO-1-174-21880,Ehukai Beach beach rentals,"Ehukai Beach beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,306,1,2010-08-23 05:00:54,9.18
438,VRBO-1-174-21879,Kailua beach rentals,"Kailua beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,314,1,2010-08-21 12:17:16,9.42
439,VRBO-1-174-21878,Kailua beach rentals,"Kailua beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,314,1,2010-08-21 14:10:02,9.42
440,VRBO-1-174-21876,Kuulei Tract beach rentals,"Kuulei Tract beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,315,1,2010-08-22 09:03:10,9.45
441,VRBO-1-174-21874,Kalama Tract beach rentals,"Kalama Tract beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,315,1,2010-08-22 12:33:52,9.45
442,VRBO-1-174-21872,Kaimalino beach rentals,"Kaimalino beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,306,1,2010-08-22 15:03:26,9.18
443,VRBO-1-174-21871,Kailua Estates beach rentals,"Kailua Estates beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,315,1,2010-08-22 16:02:22,9.45
444,VRBO-1-174-21865,Bellows Beach beach rentals,"Bellows Beach beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,316,1,2010-08-16 16:14:14,9.48
445,VRBO-1-174-21864,Central Oahu beach rentals,"Central Oahu beach rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,310,1,2010-08-17 19:43:09,9.3
446,VRBO-1-174-21863,Napili Shores vacation rentals,"Napili Shores vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,306,1,2010-08-16 16:22:01,9.18
447,VRBO-1-174-21862,Napili Point vacation rentals,"Napili Point vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,311,1,2010-08-16 16:56:21,9.33
448,VRBO-1-174-21858,Launiupoko vacation rentals,"Launiupoko vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,309,1,2010-08-18 06:49:21,9.27
449,VRBO-1-174-21845,Kapalua Bay Villas vacation rentals,"Kapalua Bay Villas vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,315,1,2010-08-18 09:24:28,9.45
450,VRBO-1-174-21842,Sands of Kahana vacation rentals,"Sands of Kahana vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,jessicabyard[1]      6      0,Type 1 - old,315,1,2010-08-22 16:52:48,9.45
451,VRBO-1-174-21840,Pohailani vacation rentals,"Pohailani vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,jessicabyard[1]      6      0,Type 1 - old,315,1,2010-08-22 17:31:16,9.45
452,VRBO-1-174-21827,International Colony vacation rentals,"International Colony vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,315,1,2010-08-20 19:02:48,9.45
453,VRBO-1-174-21818,Kulakane vacation rentals,"Kulakane vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,309,2,2010-08-20 14:50:10,9.27
454,VRBO-1-174-21814,Hale Ono Loa vacation rentals,"Hale Ono Loa vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,316,1,2010-08-21 00:56:20,9.48
455,VRBO-1-174-21812,Hale Kai vacation rentals,"Hale Kai vacation rentals",Vacation Rentals By Owner,VRBO August 2010,,,Type 1 - old,317,1,2010-08-26 00:14:55,9.51
456,BN-1-166-20971,Feel the Island Rhythms,"primetimeradio.org",BlueGlass Network,August Network,,,Type 1 - old,350,2,2010-08-01 12:46:46,10.5
457,BN-1-166-19080,Western and Traditional Reiki,"meijicollege.org",BlueGlass Network,August Network,,,Type 1 - old,345,1,2010-08-20 02:52:07,10.35
458,BN-1-149-16398,Honeymoon Destinations,"travel-news.org",BlueGlass Network,July Network,,,Type 1 - old,345,1,2010-07-15 14:25:46,10.35
459,VRBO-1-145-13661,SoFi Miami Beach vacation rentals,"SoFi Miami Beach vacation rentals",Vacation Rentals By Owner,VRBO July 2010,,,Type 1 - old,313,1,2010-06-24 10:11:37,9.39
460,VRBO-1-145-13616,Sea Isles vacation rentals,"Sea Isles vacation rentals",Vacation Rentals By Owner,VRBO July 2010,,,Type 1 - old,309,1,2010-06-30 19:34:55,9.27
461,VRBO-1-145-13610,Vanderbilt Lakes vacation rentals,"Vanderbilt Lakes vacation rentals",Vacation Rentals By Owner,VRBO July 2010,,,Type 1 - old,312,1,2010-06-29 16:52:35,9.36
462,VRBO-1-145-13452,Crown Pointe vacation rentals,"Crown Pointe vacation rentals",Vacation Rentals By Owner,VRBO July 2010,,,Type 1 - old,306,1,2010-07-02 23:04:24,9.18
463,SAS-3-139-12825,Entrepreneur's Guide to Getting Inspired,"Entrepreneurship3",Search and Social,June Tech 50 Content Brainstorm 2,,,Type 3 - old,483,1,2010-06-26 21:06:09,24.15
464,AS-1-137-12760,Fescue is Like a Grassy Bridge,"fescue grass",Antonio Sadud,Outside Pride Extras (Antonio),,,Type 1 - old,305,1,2010-06-12 21:11:30,9.15
465,H-1-113-10907,October Family Vacations,"October Family Vacations",HomeAway,June Vacation Rentals Travel Resources 600 Words,,kathyeckel[5]      5      0,Type 1 - old,599,1,2010-06-14 14:46:54,17.97
466,H-1-113-10901,June Honeymoon Destinations,"June Honeymoon Destinations",HomeAway,June Vacation Rentals Travel Resources 600 Words,,,Type 1 - old,638,1,2010-05-28 14:23:51,19.14
467,H-1-113-10896,April Honeymoon Destinations,"April Honeymoon Destinations",HomeAway,June Vacation Rentals Travel Resources 600 Words,,,Type 1 - old,629,1,2010-05-30 21:15:45,18.87
468,H-2-112-10847,Dana Point Travel Guide,"Dana Point Travel Guide",HomeAway,June Vacation Rentals Destination Guides 1500 Words,,,Type 2 - old,1522,1,2010-06-16 17:23:10,60.88
469,VRBO-1-98-9963,Waikiki vacation rentals,"Waikiki vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,332,1,2010-05-27 23:09:44,9.96
470,VRBO-1-98-9957,Laie Vacation Rentals,"Laie vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,303,1,2010-05-28 17:23:19,9.09
471,VRBO-1-98-9952,Kaneohe Vacation Rentals,"Kaneohe vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,314,2,2010-06-01 16:13:33,9.42
472,VRBO-1-98-9949,Papakea Resort vacation,"Papakea Resort vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,311,1,2010-06-07 20:40:38,9.33
473,VRBO-1-98-9948,Maui Kai vacation rentals,"Maui Kai vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,314,3,2010-06-08 07:47:19,9.42
474,VRBO-1-98-9947,Maui Kaanapali Villas Vacation Rentals,"Maui Kaanapali Villas vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,315,1,2010-06-09 19:15:13,9.45
475,VRBO-1-98-9946,Maui Eldorado Vacation Rentals,"Maui Eldorado vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,341,3,2010-06-10 12:41:57,10.23
476,VRBO-1-98-9945,Maui Ocean Club Vacation Rentals,"Maui Ocean Club vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,323,1,2010-06-10 12:50:04,9.69
477,VRBO-1-98-9944,Mahana Vacation Rentals,"Mahana vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,327,1,2010-06-10 13:09:17,9.81
478,VRBO-1-98-9943,Kaanapali Shores Vacation Rentals,"Kaanapali Shores vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,302,1,2010-06-10 13:13:23,9.06
479,VRBO-1-98-9942,Staying on Maui with Kaanapali Royal Vacation Rentals,"Kaanapali Royal vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,308,1,2010-05-24 19:30:06,9.24
480,VRBO-1-98-9938,Paia Vacation Rentals,"Paia vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,313,1,2010-05-25 19:43:44,9.39
481,VRBO-1-98-9936,Wailea Beach Villas Vacation Rentals,"Wailea Beach Villas vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,325,2,2010-05-30 10:34:40,9.75
482,VRBO-1-98-9933,Grand Champions Vacation Rentals,"Grand Champions vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,325,1,2010-05-30 11:06:05,9.75
483,VRBO-1-98-9932,Surround Yourself in Beauty While Staying in Elua Village Vacation Rentals,"Elua Village vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,314,2,2010-05-24 09:31:33,9.42
484,VRBO-1-98-9922,Central Kihei Vacation Rentals,"Central Kihei vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,kristielorette[1]      0      0,Type 1 - old,311,4,2010-05-27 08:48:53,9.33
485,VRBO-1-98-9920,Kekaha Vaction Rentals,"Kekaha vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,kristielorette[1]      0      0,Type 1 - old,308,1,2010-05-27 09:59:20,9.24
486,VRBO-1-98-9917,Kiahuna Plantation Vacation Rentals,"Kiahuna Plantation vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,kristielorette[1]      0      0,Type 1 - old,311,1,2010-05-29 05:36:41,9.33
487,VRBO-1-98-9914,Pali Ke Kua Vacation Rentals,"Pali Ke Kua vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,kristielorette[1]      0      0,Type 1 - old,314,1,2010-06-11 11:47:16,9.42
488,VRBO-1-98-9912,Moloaa Bay Vacation Rentals,"Moloaa Bay vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,300,1,2010-05-25 19:30:32,9
489,VRBO-1-98-9908,Anahola Vacation Rentals,"Anahola vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,297,1,2010-05-26 08:29:50,8.91
490,VRBO-1-98-9907,Wailua vacation rentals,"Wailua vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,302,1,2010-05-26 08:50:48,9.06
491,VRBO-1-98-9906,Lihue vacation rentals,"Lihue vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,302,2,2010-05-26 09:12:03,9.06
492,VRBO-1-98-9905,Volcano Vacation Rentals,"Volcano vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,308,1,2010-05-26 09:43:57,9.24
493,VRBO-1-98-9901,Keauhou Vacation Rentals,"Keauhou vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,299,2,2010-05-27 13:15:12,8.97
494,VRBO-1-98-9900,Kealakekua Bay Vacation Rentals,"Kealakekua Bay vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,302,1,2010-05-27 14:54:45,9.06
495,VRBO-1-98-9898,Captain Cook Vacation Rentals,"Captain Cook vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,,Type 1 - old,301,1,2010-05-27 15:34:07,9.03
496,VRBO-1-98-9896,Vista Waikoloa Vacation Rentals,"Vista Waikoloa vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,jessicabyard[1]      6      0,Type 1 - old,335,1,2010-05-27 18:26:45,10.05
497,VRBO-1-98-9895,Kolea Vacation Rentals,"Kolea vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,jessicabyard[1]      6      0,Type 1 - old,314,1,2010-05-27 18:33:21,9.42
498,VRBO-1-98-9894,Halii Kai Vacation Rentals,"Halii Kai vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,jessicabyard[1]      6      0,Type 1 - old,311,1,2010-05-27 20:41:58,9.33
499,VRBO-1-98-9892,Waikoloa Resort Vacation Rentals,"Waikoloa Resort vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,jessicabyard[1]      6      0,Type 1 - old,315,1,2010-05-27 18:49:05,9.45
500,VRBO-1-98-9891,Puako Vacation Rentals,"Puako vacation rentals",Vacation Rentals By Owner,VRBO June 2010,,jessicabyard[1]      6      0,Type 1 - old,316,1,2010-05-27 18:54:40,9.48
501,SAS-1-91-8927,Shoes and Men’s Shorts: What Goes with What?,"mens shorts",Search and Social,Contractor Selena I,,,Type 1 - old,306,1,2010-05-15 21:02:58,9.18
502,H-1-75-8087,An Oahu Beachfront Vacation Rental is the Added Bonus to Your Hawaiian Vacation,"Oahu Beachfront Vacation Rentals",HomeAway,VacationRentals.com-May 2010-Local Content Long 400,,andreabuginsky[1]      0      0,Type 1 - old,414,3,2010-05-03 13:39:23,12.42
503,H-1-75-8086,Take an Oahu Family Vacation No One Will Forget,"Oahu Family Vacations",HomeAway,VacationRentals.com-May 2010-Local Content Long 400,,andreabuginsky[1]      0      0,Type 1 - old,407,2,2010-05-03 13:07:17,12.21
504,H-1-75-8085,Oahu North Shore Vacation Rentals,"Oahu North Shore Vacation Rentals",HomeAway,VacationRentals.com-May 2010-Local Content Long 400,,,Type 1 - old,404,2,2010-05-07 02:05:17,12.12
505,H-1-75-8083,Kailua-Kona Vacation Rentals,"Kailua-Kona Vacation Rentals",HomeAway,VacationRentals.com-May 2010-Local Content Long 400,,,Type 1 - old,389,6,2010-05-07 00:59:06,11.67
506,H-1-75-8082,Waikiki Beach Vacation Rentals,"Waikiki Beach Vacation Rentals",HomeAway,VacationRentals.com-May 2010-Local Content Long 400,,,Type 1 - old,392,2,2010-05-07 00:08:26,11.76
507,VRBO-1-69-7729,Kawela vacation rentals,"Kawela vacation rentals",Vacation Rentals By Owner,VRBO-May 2010,,,Type 1 - old,316,2,2010-05-06 23:18:59,9.48
508,VRBO-1-69-7728,Koele vacation rentals,"Koele vacation rentals",Vacation Rentals By Owner,VRBO-May 2010,,,Type 1 - old,319,3,2010-05-06 23:18:19,9.57
509,AS-1-57-6166,Above Ground Pools Add Sunshine to Your Life,"above ground pool",Antonio Sadud,Antonio- April,,,Type 1 - old,314,2,2010-04-13 04:43:35,9.42
510,H-2-48-6027,Top 10 Birthday Vacations,Top 10 Birthday Vacations,HomeAway,VacationRentals.com-April 2010 Travel Resources-600 Words,,,Type 2 - old,583,1,2010-04-11 21:07:07,17.49
511,H-2-48-6013,Summer Vacations For Couples,Summer Vacations For Couples,HomeAway,VacationRentals.com-April 2010 Travel Resources-600 Words,,daniellebowser[1]      13      0,Type 2 - old,617,2,2010-04-10 13:35:04,18.51
512,H-3-46-5988,Hawaii Travel Guide,Hawaii Travel Guide,HomeAway,VacationRentals.com-April 2010 Destination Guides- Long,,,Type 3 - old,2225,5,2010-04-13 01:19:11,89
513,VRBO-1-44-5743,Ualapue,"Ualapue",Vacation Rentals By Owner,VRBO April 2010,,,Type 1 - old,298,1,2010-03-24 13:24:49,8.94
514,SAS-1-36-4649,Hawaii to Consider Legalizing Gambling,"Casino Or Bingo 3",Search and Social,News Article Rewrites- February,,,Type 1 - old,388,2,2010-02-19 15:45:04,11.64
515,SAS-1-36-4429,Discovery Kingdom Special Offers,"Offers 34",Search and Social,News Article Rewrites- February,,,Type 1 - old,300,1,2010-03-05 14:49:02,9
516,VRBO-1-35-4192,Saddle Ridge Vacation Rentals,"Saddle Ridge Vacation Rentals",Vacation Rentals By Owner,VRBO March 2010,,kathyeckel[5]      5      0,Type 1 - old,323,1,2010-03-11 12:09:34,9.69
517,VRBO-1-35-4103,Lanai City Vacation Rentals,Lanai City Vacation Rentals,Vacation Rentals By Owner,VRBO March 2010,,,Type 1 - old,306,1,2010-03-08 11:54:21,9.18
518,H-2-33-3806,The Big Island Travel Guide,The Big Island Travel Guide,HomeAway,March Content VacationRentals.com- Long Destination Guides,,,Type 2 - old,2020,7,2010-02-26 15:49:35,80.8
519,H-2-33-3805,Oahu Travel Guide,Oahu Travel Guide,HomeAway,March Content VacationRentals.com- Long Destination Guides,,,Type 2 - old,2016,7,2010-02-26 13:14:14,80.64
520,H-2-33-3804,Kauai Travel Guide,Kauai Travel Guide,HomeAway,March Content VacationRentals.com- Long Destination Guides,,,Type 2 - old,2108,4,2010-03-18 08:21:03,84.32
521,H-2-33-3798,Alaska Travel Guide,Alaska Travel Guide,HomeAway,March Content VacationRentals.com- Long Destination Guides,,,Type 2 - old,2126,1,2010-03-04 17:12:31,85.04
522,H-2-33-3783,Maui Travel Guide,"Maui Travel Guide",HomeAway,March Content VacationRentals.com- Long Destination Guides,,missyshelton[1]      9      9,Type 2 - old,2035,4,2010-02-15 20:50:57,81.4
523,APML-1-31-3732,Hawaii Property Management,Hawaii Property Management,"All Property Management, LLC",All Property Management- February 2010,,,Type 1 - old,396,1,2010-02-04 15:02:48,11.88
524,H-1-27-3118,10 Weekend Spa Getaways,"10 Weekend Spa Getaways",HomeAway,FebruaryContentVacationRental2010-Travel Resources,,,Type 1 - old,611,1,2010-01-22 09:47:33,18.33
525,H-1-26-3040,Affordable Beach Vacations,"Affordable Beach Vacations",HomeAway,Vacation Rentals Backlog Dec 2009-Travel Resources,,,Type 1 - old,601,1,2010-01-01 20:10:19,18.03
526,H-1-25-2830,Discount Maui Condos,"Discount Maui Condos",HomeAway,Vacation Rentals Backlog Dec 2009-Local Content Short,,,Type 1 - old,317,1,2010-01-11 20:17:19,9.51
527,H-1-25-2806,Luxury Kauai Rentals,"Luxury Kauai Rentals",HomeAway,Vacation Rentals Backlog Dec 2009-Local Content Short,,,Type 1 - old,301,1,2010-01-07 09:50:44,9.03
528,H-1-25-2799,Last Minute Hawaii Travel,"Last Minute Hawaii Travel",HomeAway,Vacation Rentals Backlog Dec 2009-Local Content Short,,,Type 1 - old,317,1,2010-01-06 12:43:42,9.51
529,H-1-25-2797,Discount Hawaii Vacations,"Discount Hawaii Vacations",HomeAway,Vacation Rentals Backlog Dec 2009-Local Content Short,,carastromness[1]      7      1,Type 1 - old,427,1,2010-01-14 14:19:58,12.81
530,H-1-25-2796,Vacation Hawaii Golf,"Vacation Hawaii Golf",HomeAway,Vacation Rentals Backlog Dec 2009-Local Content Short,,carastromness[1]      7      1,Type 1 - old,370,1,2010-01-14 14:16:14,11.1
531,H-1-24-2614,Cheap Hawaii Vacation Deals,"Cheap Hawaii Vacation Deals",HomeAway,Vacation Rentals Backlog Dec 2009-Local Content Long,,,Type 1 - old,410,1,2010-01-10 18:31:54,12.3
532,SAS-1-10-1447,The Ten Commandments of Surfing,"Sports	20",Search and Social,320 Blog Posts,,,Type 1 - old,442,1,2009-12-17 12:17:45,13.26
533,H-1-6-238,North Port Deals,"North Port Deals",HomeAway,December Florida and Colorado,,,Type 1 - old,315,1,2009-11-30 12:06:15,9.45
